,ID,Post_URL,Img_URL,Likes,Owner,Text,Date
11,CADt5MZhSm5,http://instagram.com/p/CADt5MZhSm5,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/96663661_1107592506276669_6972408422163319070_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=_0A1aML2uWkAX_DYznZ&oh=1d5d72043f7aa5aabd7acd858bdcd5dc&oe=5EE301A8,20,4096503084,taycan in ghosttown #teamkimon @autoweltschweiz,5/12/2020 0:14
12,CADt1D_qDZ-,http://instagram.com/p/CADt1D_qDZ-,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/96671975_314662082850736_4538139772050769_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=e_78KwngDK8AX8o9BHt&oh=5bc9112c74c7983c67d0b8c6ea4d41ae&oe=5EE30852,11,3006870962,#sunset #oggionolake . . . . . . natgeohub #natgeowild #natgeolandscape #pocket_world #ig_landscape  #dream_spots #visual_heaven #landscapephoto #landscape_lover #natgeoadventure #earthexperience #mthrworld #majestic_earth  #igworldglobal #ilovenature #ig_divineshots #EarthOfficial #planet_earth_shots  #earth_shotz #marvelshots #theworldshotz #discoverglobe #landscapelover #landscapehunter #igbest_shotz #natgeoyourshot  #picturetokeep_nature,5/12/2020 0:13
13,CADtvC3h1Ke,http://instagram.com/p/CADtvC3h1Ke,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/96419225_279549313203692_40059201536916003_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Tbk3l1LlLVoAX-7oJR-&oh=19971c49b016290200ed4328914d95d9&oe=5EE3DFC5,3,4615715383,Sunset colors<U+0001F603>#sky #skyporn #skyphotography #sunsetlover #igdaily #sunset_pics #moodygrams #colors_of_the_day #featuringearth #earthdayeveryday #earthofficial #hubs_united @sky_perfection @sky_captures @vienna_austria @unlimitedsunset @sunset_vision @sunsetorsunrisemagazine @earth.magic.colors @natgeoyourshot @moody_tones @moodygrams @lifestories_community @ig_fotografdiyari @nagyloryphoto,5/12/2020 0:12
14,CADttwNj3GG,http://instagram.com/p/CADttwNj3GG,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/97044586_551071665596991_6450393019353969878_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=TiprxZByVnwAX8rJ1E5&oh=fed5dc0ddf04d44b1df16e8a44ba6ad3&oe=5EE275E3,25,176310786,Early morning fog pouring out of the valley at West Bay and across the sea into Lyme Bay,5/12/2020 0:12
15,CADttSSgXfd,http://instagram.com/p/CADttSSgXfd,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/97008063_266463777823808_7049155753465179909_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=bq6fftuXo1YAX8TFpFp&oh=497ff74d072ec628375c1f16d21d4684&oe=5EE40F45,112,421441087,"Yorgunum, çünkü yorgunlugumun yasamak gibi bir anlami var.... #ahmetkaya . .  #earth_deluxe  #fantastic_earth #naturegeography #wonderful_places #nikon #sonyalphatr  #earthpix #nature #nationalgeographic  #colors_of_day #awesomeearth #awesome_earthpix #canonusa #awesometurkey #awesomeglobe #earth_shotz #earthofficial #moodygrams #ourplanetdaily #landscape #sunset #yourshotphotographer  #natgeoyourshot  #autumn #golgelikadraj #canon  #igbest_shadow",5/12/2020 0:12
16,CADts5rIOK-,http://instagram.com/p/CADts5rIOK-,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/96286906_2645957152349874_2319938528061216630_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=7y69jfcE59MAX_yNPZI&oh=6e9650c541ba0fab2cddbdfd28f566ed&oe=5EE3D94F,16,9735522,• Profumo d'estate <U+0001F6B6><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F33E> • . . . . .  #volgoitalia #landscape #italy_vacations #instaitalia #instatravel #awesomeearth #awesomepix #worldtravel #travelawesome #ourplanetdaily #wonderfulplaces #landscape #earthlandscape #italy #italia #madeinitaly #destinationearth #earthofficial #italian_places #topeuropephoto #ig_italia #ig_italy #igersitalia #thebestdestinations #inunafotografia #top_italia_photo #italyiloveyou #places_wow #earthfocus #ig_euro,5/12/2020 0:12
17,CADtrTQpu3X,http://instagram.com/p/CADtrTQpu3X,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/96454195_159057455607914_536823199475963582_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=IsPjg-ZfZqwAX8-uZC1&oh=cd7aca62acd34a991b398758c29fccb7&oe=5EE31F6F,4,3279578600,Bonsoir. Je suis Mimi. I’ll be exploring the Nature with You. And her. And my two furry bros.<U+0001F43E> . . . . . . . . . . . . . . . . . . . . . . . . #toypoodle #poodlesofinstagram #poodlelove #trädgård #poodlelife #dog #explore #nature_perfection #naturelovers #instanature #visitfinland @ourfinland #finland_photolovers #instadog #outdoorfinland #naturephotographer #outdooradventures #adventure #earthpix #earthprotectors #vegan #earthofficial #instaflowers #instamood #photo #photojournalism #gardener #gardening #betterbodieslifestyle #green #comingsoon,5/12/2020 0:12
18,CADtqZbgNZg,http://instagram.com/p/CADtqZbgNZg,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/96371969_3941392542600275_5645639623856714017_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=Ybti3AZ1pk8AX9Wh1dX&oh=c339aed427b4db8cd89a678df2582f55&oe=5EE27CFA,9,28561320183,Daytrip to Kuhakoski was interesting. On my way there it was snowing and when I arrived there it felt like a rainforest. Nature can be tricky. . . . . . #yourshotphotographer #earthfocus #ourplanetdaily #justgoshoot #roamtheplanet #waterfall #waterfall_shots #longexposure_shots #earthpix #earthofficial #awesome_earthpix #naturelovers #givebacktonature #landscapephotography #landscapelovers #landscape_hunter #divine_forest #global_hotshotz #finland_photolovers #finland_frames #finlandnature #nikonuknordic #tamronusa #hoyafilter #2020nd #kuhakoskiwaterfalls #exploretocreate,5/12/2020 0:12
19,CADtnRuHGRX,http://instagram.com/p/CADtnRuHGRX,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/96837374_237054957549677_5836641301862034048_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Pg_SC7XFJSwAX8-Y7t9&oh=d831615d4e0fc660a39648f587d3fcc7&oe=5EE18CEF,201,3949135682,What would I give to be here again this summer! . . #faroe #visitfaroeislands #folkvibe #folkcreative #folkscenery #fantasticearth #mountainstones #earthscope #stayandwander #wondermore #discoverearth #roamtheplanet #moodygrams #earth_shotz #exploretocreate #artofvisuals #visualambassadors #eclectic_shotz #the_folknature #theoutbound #theimaged #earthoutdoors #canon_photos #hikingtheglobe #voyaged #theweekoninstagram #earthofficial #fantasticearth #earthpix,5/12/2020 0:11
20,CADshVqHEqf,http://instagram.com/p/CADshVqHEqf,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/97145505_115909036780031_8914990197657922058_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=wiZfeOI4BPoAX-Pnk94&oh=9cc4bbbf57f14b99d70101b40d02ef0f&oe=5EBC39CD,3,31744541711,<U+092E><U+0947><U+0930><U+0947> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0935><U+0958><U+094D><U+0924> <U+0928><U+0947> <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+0915><U+094B> <U+092C><U+0924><U+093E><U+092F><U+093E> <U+0915><U+0940> <U+092E><U+0947><U+0902> <U+0915><U+0948><U+0938><U+093E> <U+0939><U+0942><U+0901>… <U+0914><U+0930> <U+092E><U+0947><U+0930><U+0947> <U+092C><U+0941><U+0930><U+0947> <U+0935><U+0958><U+094D><U+0924> <U+0928><U+0947> <U+092E><U+0941><U+091D><U+0947> <U+092C><U+0924><U+093E><U+092F><U+093E> <U+0939><U+0948> <U+0915><U+0940> <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+0915><U+0948><U+0938><U+0940> <U+0939><U+0948>…!!<U+092E><U+0941><U+0936><U+094D><U+0915><U+093F><U+0932> <U+0935><U+0915><U+094D><U+0924> <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+0915><U+093E> <U+0938><U+092C><U+0938><U+0947> <U+092C><U+095C><U+093E> <U+091C><U+093E><U+0926><U+0942><U+0917><U+0930> <U+0939><U+0948>! <U+091C><U+094B> <U+090F><U+0915> <U+092A><U+0932> <U+092E><U+0947><U+0902> <U+0906><U+092A><U+0915><U+0947> <U+091A><U+093E><U+0939><U+0928><U+0947> <U+0935><U+093E><U+0932><U+094B><U+0902> <U+0915><U+0947> <U+091A><U+0947><U+0939><U+0930><U+0947> <U+0938><U+0947> <U+0928><U+0915><U+093E><U+092C> <U+0939><U+091F><U+093E> <U+0926><U+0947><U+0924><U+093E> <U+0939><U+0948>! #2020#india #writer #indian #time #hindi #hindi_poetry #hindilove #hindustan #lekhak #urdu #poetry #instamood #lockdown #quarintine #instalike #ankitdevkumar #alfaaz #lafz #world #earthofficial #poem #instadaily #igwriters #poetry #quoteoftheday #waqt #actor #actorlife #love #motivation thanks @yashrajmusicc @arpitkumar28,5/12/2020 0:11
21,CADtj-bDA0W,http://instagram.com/p/CADtj-bDA0W,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/96572977_125441635809611_4987767733506570842_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=WPSatmQ9qEQAX-BTJS2&oh=0b1e521ece6d180466d77514fcd5c5c3&oe=5EE464D0,2,33846373813,Yagmur damlalari penceremizde <U+0001F4A7> . . . . .  #photooftheday #fotograf #beautifuldestinations #earthfocus #nakedplanet #turkey_home #artofvisuals #igdaily #vsco #vscocam #natgeo #wonderful_places #earthpix #turkey #istanbul #natgeoyourshot #yourshotphotographer #earthfocus #journeys #earthofficial #nature #discovery #nakedplanet #sultanahmet,5/12/2020 0:11
22,CADtenjo06X,http://instagram.com/p/CADtenjo06X,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/96291494_256811149014438_7809803831168381766_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=2m4WXBB0Z4IAX_a6qj4&oh=adc0c8aa6ec80c923728810619a5ad08&oe=5EE2A74A,21,3990340172,"View from the car window, Berlin after rain. . . . .  #fatalframes #worldbestgram #epic-captures #amazingphotohunte #moodygrams #lensbible #beautifulmatters #earthpix #voyaged #earth-shotz #roamtheplanet #vibesofvisuals #folkscenery #ourplanetdaily #exploretocreate #destinationearth #liveoutdoors #letsgosomewhere #artofvisuals #sourcedadventures #voyaged #wonderlustcollective #roamtheplanet #modernoutdoors #awesomedreamplaces #fantastic_earth #earthofficial #awesomeglobe #awesome_earthpix  #wonderfulglobe #nature_perfection",5/12/2020 0:10
23,CADtcfSnhhE,http://instagram.com/p/CADtcfSnhhE,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/96259462_876584406157626_8966522583755192206_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ZHGLXcteiNMAX-5Fpgw&oh=5f231e9f6cc91639d70998788b198de1&oe=5EE1969D,71,5737074,"I miss these adventures. Here’s to hoping y’all are healthy, happy and planning that next big adventure into the wilderness.",5/12/2020 0:10
24,CADtQXvpUyf,http://instagram.com/p/CADtQXvpUyf,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/96291494_931751533927566_7368032753811720096_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=JmdLJm1RfWwAX9sU8Ik&oh=70e864774cb368e04d8847e6931b6c47&oe=5EBBD299,11,389089404,Insect wings in slow motion.,5/12/2020 0:10
25,CADtY2UDADo,http://instagram.com/p/CADtY2UDADo,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/96410646_142172497373947_6703495875615746310_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=9xsHs3cm1gUAX-6igVE&oh=59f0272ba294f2c3b085a8a1d4c79e78&oe=5EE1FA28,218,1394711414,. <U+2605> CONGRATULATIONS . @kaiyhun  #kaiyhun_es . . <U+2605> FEATURE TAG: #earth_shotz #moods_in_frame . <U+2605> SELECTED BY: @ingunnap . . . .,5/12/2020 0:09
26,CADtUurFqlC,http://instagram.com/p/CADtUurFqlC,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/97174826_114987203302411_3798218043303164563_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Zx4aPfXNnM8AX-WnxVI&oh=a22ace4a14c040554035caf0e316136f&oe=5EE15CBE,4,3971169226,"When in Reykjavik we highly recommend taking a late evening walk down to the sea side and along the old harbour, watching the sunset. The last few days have been sunny and we, the locals are enjoying the spring since we can go out and about as we like and most cafes and testaurants are open again. We hope it won’t be too long until you can enjoy all that Iceland has to offer with us again. Until then, take care and stay healthy #iceland #reykjavik #earthpix #nature_perfection #traveltheworld #landscape_lover #sunsets_captures #earthoutdoors #exploreourearth  #global_creatives #master_gallery #earthofficial #ig_bliss #earthexperience #wondersofourplanet #earthvisuals #iglandscape #voyaged #nature_sultans #master_shots #ourplanetdaily #stayandwander",5/12/2020 0:09
27,CADtRMXgvb6,http://instagram.com/p/CADtRMXgvb6,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/96156061_585710758706418_8257130741692089184_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=LFCxd3kXI8oAX8f-x5J&oh=53e546407cd2f1362ec066061ace41ba&oe=5EE1D362,6,27694125104,Cascade  #hubs_united #master_gallery #eclectic_shotz #toplongexposure #longexposure #longexpoelite #longexposureoftheday #longexposure_shots #longexposure_official #longexpo_addiction #splendid_shotz #splendid_earth #natgeoyourshot #natgeocreative #naturephotography #nature_perfection #nature_brilliance #earthofficial #earthescope #earthvisuals #earthpix #leefilter #ig_shots #hot_shotz #nature_captures #ig_nature #ig_naturelovers #roamtheplanet #france #waterfall,5/12/2020 0:08
28,CADtQpxoCcy,http://instagram.com/p/CADtQpxoCcy,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/97326862_1186028475067799_8133176680899270542_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=WHbZntt6i6MAX-rJad2&oh=93e649e93d7a36f0043bbda0f5921e76&oe=5EE29924,134,492010647,"Je ne sais pas pourquoi je n'ai pas plus mis en avant cette rando car elle vaut vraiment le coup. On ne va pas se mentir pour les non sportifs, ça monte <U+0001F605> mais ça en vaut la  peine ! Le plateau est rempli de lacs, c'est magnifique ! #mountain #montagne #mountainworld #hello_france #feelthealps #igersfrance #ig_europa #explorefrance #lacdemontagne #natgeotravel #francetourisme #latergram #igerseurope #monisere #paysage #landscape #mountains #auvergnerhonealpes #auvergnerhonealpestourisme #super_france #myauvergnerhonealpes #alps #igersgrenoble #francemontagnes #tourisme #grenoble #lake #randonnée #lamontagnecavousgagne #earthofficial",5/12/2020 0:08
29,CADnw9YjHan,http://instagram.com/p/CADnw9YjHan,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/96823965_567346644195712_3764702992478486825_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=_s3PvFDkn1gAX8yvhak&oh=4626e3d3b232febb7d93ea1505512bb1&oe=5EBC0961,3,1503230351,Enjoy a snippet of fun made by my daughter<U+0001F495>// #mothersday #family #bucketlist #together @surfandturfgirl <U+0001F499><U+0001F49A> . . . . . . . #familytime #vlog #tiktok #encinitas #encinitaslife #visitcalifornia #visitsandiego #moonlight #wonderful_places #visualart #californiadreaming #milliondollarvisuals #california #southerncalifornia #beachlife #creativeoptic #100 #earthofficial #liveoutdoors #liveauthentic #optoutside #gooutside #explorepage #wanderlust #exploremore #naturelovers,5/12/2020 0:07
30,CADtJ7HAlBJ,http://instagram.com/p/CADtJ7HAlBJ,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/96148841_2579848555591701_8334679686233011562_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=9XKMCD58NHkAX9RwAJb&oh=536e6c54c38974428fde6205161e0dc9&oe=5EE4C4DC,35,709980313,I love to catch the last rays of sunshine ... and you? . . . #mountains #pnwonderland #pnwlife #neverstopexploring #exploremore #thestoked #theoutbound #visualambassadors #moodygrams #wildernesstones #agameoftones #amongthewild #wildernessculture #earthfocus #earthofficial #earth_reflect #keepitwild #wanderlust #thegreatoutdoors #folkscenery #globetrotter #switzerland #simplyadventure #theimaged #ourplanetdaily #artofvisuals #voyaged #visualoflife #lensbible #electic_shotz,5/12/2020 0:07
31,CADtJlcjynh,http://instagram.com/p/CADtJlcjynh,https://instagram.fjai5-1.fna.fbcdn.net/v/t51.2885-15/e35/96642605_556664948606268_8083627405081106193_n.jpg?_nc_ht=instagram.fjai5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=3pBKdXBGQgIAX8YJCqJ&oh=22e7b59011b010c3c51abc44f40159de&oe=5EE4E17F,12,15627605458,#earth_deluxe#landscape#photooftheday#sunset#natgeo#colorful#discoverearth#amazingearth#landscape_captures#travelawesome#longexposure#naturelovers#geography#earthofficial#photography#lonelyplanet#kyrgyzstan#naryn#issikkul #myplanet#myworld#welcome,5/12/2020 0:07
